original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
82233,"Sem palavras,estão de parabéns pela competência e dedicação ao cliente.","sem palavras,estao de parabens pela competencia e dedicacao ao cliente.","['sem', 'palavras', 'estao', 'de', 'parabens', 'pela', 'competencia', 'dedicacao', 'ao', 'cliente']",1.0,5,8,8
99358,nao recebi meu produto ate agora ,nao recebi meu produto ate agora ,"['nao', 'recebi', 'meu', 'produto', 'ate', 'agora']",0.0,1,8,8
21353,O produto deveria ter chegado dia 03/11 mas nao chegou. Ele continua como no status da nota fiscal emitida. A empresa responsável designava 20 dias úteis (que ja é um tempo considerável).,o produto deveria ter chegado dia 03/11 mas nao chegou. ele continua como no status da nota fiscal emitida. a empresa responsavel designava 20 dias uteis (que ja e um tempo consideravel).,"['produto', 'deveria', 'ter', 'chegado', 'dia', '03', '11', 'mas', 'nao', 'chegou', 'ele', 'continua', 'como', 'no', 'status', 'da', 'nota', 'fiscal', 'emitida', 'empresa', 'responsavel', 'designava', '20', 'dias', 'uteis', 'que', 'ja', 'um', 'tempo', 'consideravel']",0.0,1,8,8
35124,O produto ainda não chegou,o produto ainda nao chegou,"['produto', 'ainda', 'nao', 'chegou']",0.0,1,8,8
26620,O PRODUTO PRACE ESTAR AVARIADO.,o produto prace estar avariado.,"['produto', 'prace', 'estar', 'avariado']",0.0,2,8,8
41890,Comprei um produto nessa loja e não recebi no status da loja consta que o produto foi entregue.,comprei um produto nessa loja e nao recebi no status da loja consta que o produto foi entregue.,"['comprei', 'um', 'produto', 'nessa', 'loja', 'nao', 'recebi', 'no', 'status', 'da', 'loja', 'consta', 'que', 'produto', 'foi', 'entregue']",0.0,1,8,8
33134,"Quanto ao prazo foi tudo ótimo, só não estou satisfeito porque paguei pelo frete para ser entregue em minha residência, mas não chegou foi para os correios. Tive que ir buscá-lo.","quanto ao prazo foi tudo otimo, so nao estou satisfeito porque paguei pelo frete para ser entregue em minha residencia, mas nao chegou foi para os correios. tive que ir busca-lo.","['quanto', 'ao', 'prazo', 'foi', 'tudo', 'otimo', 'so', 'nao', 'estou', 'satisfeito', 'porque', 'paguei', 'pelo', 'frete', 'para', 'ser', 'entregue', 'em', 'minha', 'residencia', 'mas', 'nao', 'chegou', 'foi', 'para', 'os', 'correios', 'tive', 'que', 'ir', 'busca', 'lo']",0.0,2,8,8
28919,São lindas as almofadas! Adorei!!!,sao lindas as almofadas! adorei!!!,"['sao', 'lindas', 'as', 'almofadas', 'adorei']",1.0,5,8,8
85198,"O produto é muito inferior ao que demonstra na foto. Parece as fotos do Mc Donald's. na foto um enorme lanche na mesa pequeno.
lannister deveria analisar os produtos antes de vender.","o produto e muito inferior ao que demonstra na foto. parece as fotos do mc donald's. na foto um enorme lanche na mesa pequeno.
lannister deveria analisar os produtos antes de vender.","['produto', 'muito', 'inferior', 'ao', 'que', 'demonstra', 'na', 'foto', 'parece', 'as', 'fotos', 'do', 'mc', 'donald', 'na', 'foto', 'um', 'enorme', 'lanche', 'na', 'mesa', 'pequeno', 'lannister', 'deveria', 'analisar', 'os', 'produtos', 'antes', 'de', 'vender']",,3,-1,8
4821,Comprei dois produtos e recebi somente um.,comprei dois produtos e recebi somente um.,"['comprei', 'dois', 'produtos', 'recebi', 'somente', 'um']",0.0,1,8,8
81634,o produto é bom,o produto e bom,"['produto', 'bom']",,3,-1,8
42623,Excelente,excelente,['excelente'],1.0,5,8,8
69596,"chegou produto muito bom,recomendo","chegou produto muito bom,recomendo","['chegou', 'produto', 'muito', 'bom', 'recomendo']",1.0,4,8,8
24179,Produto entregue no prazo. E o atendimento sempre excelente. ,produto entregue no prazo. e o atendimento sempre excelente. ,"['produto', 'entregue', 'no', 'prazo', 'atendimento', 'sempre', 'excelente']",1.0,5,8,8
21417," A entrega do produto foi feito antes do prazo, recomendo"," a entrega do produto foi feito antes do prazo, recomendo","['entrega', 'do', 'produto', 'foi', 'feito', 'antes', 'do', 'prazo', 'recomendo']",1.0,5,8,8
97609,"Maravilhoso,,,,","maravilhoso,,,,",['maravilhoso'],1.0,5,8,8
85559,EXCELENTE E LINDA. ,excelente e linda. ,"['excelente', 'linda']",1.0,5,8,8
53003,Produto entregue antes da data e tudo certinho,produto entregue antes da data e tudo certinho,"['produto', 'entregue', 'antes', 'da', 'data', 'tudo', 'certinho']",1.0,5,8,8
54902,Muito rapido antes do prazo ,muito rapido antes do prazo ,"['muito', 'rapido', 'antes', 'do', 'prazo']",1.0,5,8,8
39901,adorei os pratinhos são lindos,adorei os pratinhos sao lindos,"['adorei', 'os', 'pratinhos', 'sao', 'lindos']",1.0,5,8,8
37140,Pedi 2 vidros de 1000 l de forth cobre e 1 de forth enxofre . Só chegou até agora 1 vidro de forth cobre,pedi 2 vidros de 1000 l de forth cobre e 1 de forth enxofre . so chegou ate agora 1 vidro de forth cobre,"['pedi', 'vidros', 'de', '1000', 'de', 'forth', 'cobre', 'de', 'forth', 'enxofre', 'so', 'chegou', 'ate', 'agora', 'vidro', 'de', 'forth', 'cobre']",0.0,1,8,8
37769,Parabéns chegou antes do prazo,parabens chegou antes do prazo,"['parabens', 'chegou', 'antes', 'do', 'prazo']",1.0,5,8,8
21856,"Gosto da loja lannister e da rapidez!
Nunca tinha tido problema. Só dessa vez que o produto veio com a cor diferente da que eu pedi. É uma pena...","gosto da loja lannister e da rapidez!
nunca tinha tido problema. so dessa vez que o produto veio com a cor diferente da que eu pedi. e uma pena...","['gosto', 'da', 'loja', 'lannister', 'da', 'rapidez', 'nunca', 'tinha', 'tido', 'problema', 'so', 'dessa', 'vez', 'que', 'produto', 'veio', 'com', 'cor', 'diferente', 'da', 'que', 'eu', 'pedi', 'uma', 'pena']",1.0,4,8,8
90846,"produto foi parcialmente entregue, até o momento não tive nenhuma satisfação do fornecedor.","produto foi parcialmente entregue, ate o momento nao tive nenhuma satisfacao do fornecedor.","['produto', 'foi', 'parcialmente', 'entregue', 'ate', 'momento', 'nao', 'tive', 'nenhuma', 'satisfacao', 'do', 'fornecedor']",0.0,1,8,8
81676,"Recomendo a empresa pela celeridade, embalagem e excelente atendimento. Lhes desejo sucesso e bons negócios.","recomendo a empresa pela celeridade, embalagem e excelente atendimento. lhes desejo sucesso e bons negocios.","['recomendo', 'empresa', 'pela', 'celeridade', 'embalagem', 'excelente', 'atendimento', 'lhes', 'desejo', 'sucesso', 'bons', 'negocios']",1.0,5,8,8
55995,"Muito bonito e resistente, chegou antes do prazo estipulado e bem embalado... ótimo custo e benefício!!!","muito bonito e resistente, chegou antes do prazo estipulado e bem embalado... otimo custo e beneficio!!!","['muito', 'bonito', 'resistente', 'chegou', 'antes', 'do', 'prazo', 'estipulado', 'bem', 'embalado', 'otimo', 'custo', 'beneficio']",1.0,5,8,8
9530,Não recebi nenhuma informação pedi cancelamento,nao recebi nenhuma informacao pedi cancelamento,"['nao', 'recebi', 'nenhuma', 'informacao', 'pedi', 'cancelamento']",0.0,1,8,8
14152,Adorei o produto e a entrega super rápida!,adorei o produto e a entrega super rapida!,"['adorei', 'produto', 'entrega', 'super', 'rapida']",1.0,5,8,8
82103,Muito bom,muito bom,"['muito', 'bom']",1.0,5,8,8
88266,Até a presente data o produto não foi entregue.,ate a presente data o produto nao foi entregue.,"['ate', 'presente', 'data', 'produto', 'nao', 'foi', 'entregue']",0.0,1,8,8
18632,nao recebi o produto nem mandaro nem uma ligaçao,nao recebi o produto nem mandaro nem uma ligacao,"['nao', 'recebi', 'produto', 'nem', 'mandaro', 'nem', 'uma', 'ligacao']",0.0,1,8,8
77806,Nâo era o que eu esperava e o que parecia. Tentei devolver e não consegui apenas dois dias depois do recebimento,nao era o que eu esperava e o que parecia. tentei devolver e nao consegui apenas dois dias depois do recebimento,"['nao', 'era', 'que', 'eu', 'esperava', 'que', 'parecia', 'tentei', 'devolver', 'nao', 'consegui', 'apenas', 'dois', 'dias', 'depois', 'do', 'recebimento']",0.0,1,8,8
39162,Não fiquei muito satisfeito pois demorou muito ,nao fiquei muito satisfeito pois demorou muito ,"['nao', 'fiquei', 'muito', 'satisfeito', 'pois', 'demorou', 'muito']",0.0,1,8,8
39914,"Não entendi, o pedido foi de três unidades, e veio apenas uma. Gostaria de uma explicação, ou o dinheiro de volta. Ainda recomento a loja porque foi a primeira vez que isso aconteceu. Obrigado.","nao entendi, o pedido foi de tres unidades, e veio apenas uma. gostaria de uma explicacao, ou o dinheiro de volta. ainda recomento a loja porque foi a primeira vez que isso aconteceu. obrigado.","['nao', 'entendi', 'pedido', 'foi', 'de', 'tres', 'unidades', 'veio', 'apenas', 'uma', 'gostaria', 'de', 'uma', 'explicacao', 'ou', 'dinheiro', 'de', 'volta', 'ainda', 'recomento', 'loja', 'porque', 'foi', 'primeira', 'vez', 'que', 'isso', 'aconteceu', 'obrigado']",0.0,1,8,8
83993,muito rápido ,muito rapido ,"['muito', 'rapido']",1.0,5,8,8
85673,"eu amei meu tapete
","eu amei meu tapete
","['eu', 'amei', 'meu', 'tapete']",1.0,5,8,8
50613,Eu comprei o produto no cartão.A venda foi realizada e dias depois a loja cancelou o produto e estorno o pagamento ,eu comprei o produto no cartao.a venda foi realizada e dias depois a loja cancelou o produto e estorno o pagamento ,"['eu', 'comprei', 'produto', 'no', 'cartao', 'venda', 'foi', 'realizada', 'dias', 'depois', 'loja', 'cancelou', 'produto', 'estorno', 'pagamento']",0.0,1,8,8
62915,"Até hoje não recebi a mercadoria , e quando entro para rastrear a entrega os dados não são atualizados, em resumo não consigo saber nada sobre a entrega.","ate hoje nao recebi a mercadoria , e quando entro para rastrear a entrega os dados nao sao atualizados, em resumo nao consigo saber nada sobre a entrega.","['ate', 'hoje', 'nao', 'recebi', 'mercadoria', 'quando', 'entro', 'para', 'rastrear', 'entrega', 'os', 'dados', 'nao', 'sao', 'atualizados', 'em', 'resumo', 'nao', 'consigo', 'saber', 'nada', 'sobre', 'entrega']",0.0,1,8,8
91545,Muito bonito e funcional. Gostei.,muito bonito e funcional. gostei.,"['muito', 'bonito', 'funcional', 'gostei']",1.0,5,8,8
7332,Entregue no prazo!,entregue no prazo!,"['entregue', 'no', 'prazo']",,3,-1,8
8796,Fiquei muito satisfeito com o produto e com o prazo de entrega.,fiquei muito satisfeito com o produto e com o prazo de entrega.,"['fiquei', 'muito', 'satisfeito', 'com', 'produto', 'com', 'prazo', 'de', 'entrega']",1.0,4,8,8
67793,ótima,otima,['otima'],1.0,5,8,8
93779,"Recebi o produto em quantidade menor, comprei quatro e recebi apenas três sendo um sem as baterias de lítio, embalagens violadas.
Pretendo devolvê los, p/f entrem em contato 21 964596388 / 22 2662954","recebi o produto em quantidade menor, comprei quatro e recebi apenas tres sendo um sem as baterias de litio, embalagens violadas.
pretendo devolve los, p/f entrem em contato 21 964596388 / 22 2662954","['recebi', 'produto', 'em', 'quantidade', 'menor', 'comprei', 'quatro', 'recebi', 'apenas', 'tres', 'sendo', 'um', 'sem', 'as', 'baterias', 'de', 'litio', 'embalagens', 'violadas', 'pretendo', 'devolve', 'los', 'entrem', 'em', 'contato', '21', '964596388', '22', '2662954']",0.0,1,8,8
1593,Não recebi o produto que comprei e paguei. ,nao recebi o produto que comprei e paguei. ,"['nao', 'recebi', 'produto', 'que', 'comprei', 'paguei']",0.0,1,8,8
13773,gostei muito de comprar pelo sate,gostei muito de comprar pelo sate,"['gostei', 'muito', 'de', 'comprar', 'pelo', 'sate']",1.0,5,8,8
56822,"Bastante frágil, não aceita muita ""manobra"". Mas cumpre o prometido.","bastante fragil, nao aceita muita ""manobra"". mas cumpre o prometido.","['bastante', 'fragil', 'nao', 'aceita', 'muita', 'manobra', 'mas', 'cumpre', 'prometido']",1.0,4,8,8
85730,"Chegou antes do prazo, bem embalado, produto excelente.","chegou antes do prazo, bem embalado, produto excelente.","['chegou', 'antes', 'do', 'prazo', 'bem', 'embalado', 'produto', 'excelente']",1.0,5,8,8
69296,"Ela tem alguns problemas, como a chave q não tranca a meleta, ou se a parte de dentro ficar torta ela não fecha, também achei a mesma maleta por 3/5 do preço pago e sem frete. Mas é boa e resistente!","ela tem alguns problemas, como a chave q nao tranca a meleta, ou se a parte de dentro ficar torta ela nao fecha, tambem achei a mesma maleta por 3/5 do preco pago e sem frete. mas e boa e resistente!","['ela', 'tem', 'alguns', 'problemas', 'como', 'chave', 'nao', 'tranca', 'meleta', 'ou', 'se', 'parte', 'de', 'dentro', 'ficar', 'torta', 'ela', 'nao', 'fecha', 'tambem', 'achei', 'mesma', 'maleta', 'por', 'do', 'preco', 'pago', 'sem', 'frete', 'mas', 'boa', 'resistente']",1.0,4,8,8
48688,Recebi o produto bem antes do previsto,recebi o produto bem antes do previsto,"['recebi', 'produto', 'bem', 'antes', 'do', 'previsto']",1.0,5,8,8
35121,Otimo,otimo,['otimo'],1.0,5,8,8
44758,"Produto excelente!
So veio a cor errada. ","produto excelente!
so veio a cor errada. ","['produto', 'excelente', 'so', 'veio', 'cor', 'errada']",,3,-1,8
8990,O pedido veio errado. Está a maior burocracia p trocar. Eles jogam p lannister' e a lannister' diz que eu tenho que resolver com eles. -.-' ,o pedido veio errado. esta a maior burocracia p trocar. eles jogam p lannister' e a lannister' diz que eu tenho que resolver com eles. -.-' ,"['pedido', 'veio', 'errado', 'esta', 'maior', 'burocracia', 'trocar', 'eles', 'jogam', 'lannister', 'lannister', 'diz', 'que', 'eu', 'tenho', 'que', 'resolver', 'com', 'eles']",0.0,1,8,8
94034,Não recebi o meu pedido ate agora estou esperando e nada........foram mais d 20 dias e ainda atrasa....francamente....,nao recebi o meu pedido ate agora estou esperando e nada........foram mais d 20 dias e ainda atrasa....francamente....,"['nao', 'recebi', 'meu', 'pedido', 'ate', 'agora', 'estou', 'esperando', 'nada', 'foram', 'mais', '20', 'dias', 'ainda', 'atrasa', 'francamente']",0.0,1,8,8
90690,Falta receber um carrinho fórmula vermelho,falta receber um carrinho formula vermelho,"['falta', 'receber', 'um', 'carrinho', 'formula', 'vermelho']",0.0,1,8,8
58111,"Recebi o produto antes do prazo e é lindo.. super recomendo. A unica coisa negativa é a caixa da embalagem q estava muitooo suja e com marcas de mofo ou sei la o que , se fosse presente para alguem...","recebi o produto antes do prazo e e lindo.. super recomendo. a unica coisa negativa e a caixa da embalagem q estava muitooo suja e com marcas de mofo ou sei la o que , se fosse presente para alguem...","['recebi', 'produto', 'antes', 'do', 'prazo', 'lindo', 'super', 'recomendo', 'unica', 'coisa', 'negativa', 'caixa', 'da', 'embalagem', 'estava', 'muitooo', 'suja', 'com', 'marcas', 'de', 'mofo', 'ou', 'sei', 'la', 'que', 'se', 'fosse', 'presente', 'para', 'alguem']",1.0,5,8,8
72885,A bolsa tira colo naltika não veio,a bolsa tira colo naltika nao veio,"['bolsa', 'tira', 'colo', 'naltika', 'nao', 'veio']",0.0,2,8,8
59250,comprei dois produtos iguais e recebi apenas um,comprei dois produtos iguais e recebi apenas um,"['comprei', 'dois', 'produtos', 'iguais', 'recebi', 'apenas', 'um']",,3,-1,8
85461,Recebi o produto antes do prazo. ,recebi o produto antes do prazo. ,"['recebi', 'produto', 'antes', 'do', 'prazo']",1.0,4,8,8
2192,To esperando até agora nunca recebi nenhum relógio eu comprei não recomendado essa loja,to esperando ate agora nunca recebi nenhum relogio eu comprei nao recomendado essa loja,"['to', 'esperando', 'ate', 'agora', 'nunca', 'recebi', 'nenhum', 'relogio', 'eu', 'comprei', 'nao', 'recomendado', 'essa', 'loja']",0.0,1,8,8
97409,"Muito Satisfeita Entrega No Prazo Estimado E Capa Transparente e Película de Vidro Para Meu Bebê, Meu Smartphone Asus Zenfone 4 Selfie Tudo Certinho, Tamanho Ok E Muito Bonito Os Dois Produtos. Valeu!","muito satisfeita entrega no prazo estimado e capa transparente e pelicula de vidro para meu bebe, meu smartphone asus zenfone 4 selfie tudo certinho, tamanho ok e muito bonito os dois produtos. valeu!","['muito', 'satisfeita', 'entrega', 'no', 'prazo', 'estimado', 'capa', 'transparente', 'pelicula', 'de', 'vidro', 'para', 'meu', 'bebe', 'meu', 'smartphone', 'asus', 'zenfone', 'selfie', 'tudo', 'certinho', 'tamanho', 'ok', 'muito', 'bonito', 'os', 'dois', 'produtos', 'valeu']",1.0,5,8,8
56286,"Olá, o produto veio com o conctor faltando. Por favor, podem me enviar? 

Aguardo. ","ola, o produto veio com o conctor faltando. por favor, podem me enviar? 

aguardo. ","['ola', 'produto', 'veio', 'com', 'conctor', 'faltando', 'por', 'favor', 'podem', 'me', 'enviar', 'aguardo']",,3,-1,8
83730,Ótimo produto ,otimo produto ,"['otimo', 'produto']",1.0,5,8,8
5985,"foram comprados 2 itens
CACHEPOT - RECEBIDO
BUXINHO - NAO RECEBI
","foram comprados 2 itens
cachepot - recebido
buxinho - nao recebi
","['foram', 'comprados', 'itens', 'cachepot', 'recebido', 'buxinho', 'nao', 'recebi']",0.0,1,8,8
73142,Gostei muito,gostei muito,"['gostei', 'muito']",1.0,5,8,8
41341,"Da parte da entrega, não tenho do que reclamar, veio antes do prazo, tudo em perfeito estado e bem embalado, porém o espelho de acrílico distorce a imagem e fica horrível. A loja, ok. O produto, não!","da parte da entrega, nao tenho do que reclamar, veio antes do prazo, tudo em perfeito estado e bem embalado, porem o espelho de acrilico distorce a imagem e fica horrivel. a loja, ok. o produto, nao!","['da', 'parte', 'da', 'entrega', 'nao', 'tenho', 'do', 'que', 'reclamar', 'veio', 'antes', 'do', 'prazo', 'tudo', 'em', 'perfeito', 'estado', 'bem', 'embalado', 'porem', 'espelho', 'de', 'acrilico', 'distorce', 'imagem', 'fica', 'horrivel', 'loja', 'ok', 'produto', 'nao']",,3,-1,8
39419,"Chegou rapidíssimo. Adorei o produto. A única coisa que achei ruim, porém sem um conceito totalmente formado, é sobre a duração da bateria. Fora isso perfeito. A imagem super nítida.","chegou rapidissimo. adorei o produto. a unica coisa que achei ruim, porem sem um conceito totalmente formado, e sobre a duracao da bateria. fora isso perfeito. a imagem super nitida.","['chegou', 'rapidissimo', 'adorei', 'produto', 'unica', 'coisa', 'que', 'achei', 'ruim', 'porem', 'sem', 'um', 'conceito', 'totalmente', 'formado', 'sobre', 'duracao', 'da', 'bateria', 'fora', 'isso', 'perfeito', 'imagem', 'super', 'nitida']",1.0,5,8,8
65381,Muito obrigada o produto é show,muito obrigada o produto e show,"['muito', 'obrigada', 'produto', 'show']",1.0,5,8,8
60450,"Tudo como anunciado!
","tudo como anunciado!
","['tudo', 'como', 'anunciado']",1.0,5,8,8
25908,Bom produto.,bom produto.,"['bom', 'produto']",1.0,5,8,8
16217,O produto era exatamente como eu esperava e chegou bem antes do prazo,o produto era exatamente como eu esperava e chegou bem antes do prazo,"['produto', 'era', 'exatamente', 'como', 'eu', 'esperava', 'chegou', 'bem', 'antes', 'do', 'prazo']",1.0,5,8,8
89871,"Tudo correto, tranquilo e com entrega dentro só prazo.","tudo correto, tranquilo e com entrega dentro so prazo.","['tudo', 'correto', 'tranquilo', 'com', 'entrega', 'dentro', 'so', 'prazo']",1.0,5,8,8
64025,Muita demora. Isto é desanimador. ,muita demora. isto e desanimador. ,"['muita', 'demora', 'isto', 'desanimador']",,3,-1,8
27764,Farei novos pedidos;,farei novos pedidos;,"['farei', 'novos', 'pedidos']",1.0,5,8,8
11930,ótimo vendedor...produto entregue antes do prazo e sem avarias.,otimo vendedor...produto entregue antes do prazo e sem avarias.,"['otimo', 'vendedor', 'produto', 'entregue', 'antes', 'do', 'prazo', 'sem', 'avarias']",1.0,5,8,8
44786,O produto foi entregue no prazo e é de ótima qualidade.,o produto foi entregue no prazo e e de otima qualidade.,"['produto', 'foi', 'entregue', 'no', 'prazo', 'de', 'otima', 'qualidade']",1.0,5,8,8
20267,Produto foi entregue no prazo e de bom qualidade...,produto foi entregue no prazo e de bom qualidade...,"['produto', 'foi', 'entregue', 'no', 'prazo', 'de', 'bom', 'qualidade']",1.0,5,8,8
7125,"Produto corretamente embalado, chegou no prazo e atendeu totalmente as expectativas. ","produto corretamente embalado, chegou no prazo e atendeu totalmente as expectativas. ","['produto', 'corretamente', 'embalado', 'chegou', 'no', 'prazo', 'atendeu', 'totalmente', 'as', 'expectativas']",1.0,5,8,8
87893,Entrega realizada antes do prazo previsto. Produto atendeu minhas expectativas. Super indico a loja.,entrega realizada antes do prazo previsto. produto atendeu minhas expectativas. super indico a loja.,"['entrega', 'realizada', 'antes', 'do', 'prazo', 'previsto', 'produto', 'atendeu', 'minhas', 'expectativas', 'super', 'indico', 'loja']",1.0,5,8,8
64384,Muito bom..lindo Amei as Bolsas,muito bom..lindo amei as bolsas,"['muito', 'bom', 'lindo', 'amei', 'as', 'bolsas']",1.0,5,8,8
73073,"Queria meu pedido conforme ilustrado na figura para mim viria a torneira elétrica conforme a ilustração......
","queria meu pedido conforme ilustrado na figura para mim viria a torneira eletrica conforme a ilustracao......
","['queria', 'meu', 'pedido', 'conforme', 'ilustrado', 'na', 'figura', 'para', 'mim', 'viria', 'torneira', 'eletrica', 'conforme', 'ilustracao']",0.0,1,8,8
95408,"gostei, foi entregue antes do prazo.","gostei, foi entregue antes do prazo.","['gostei', 'foi', 'entregue', 'antes', 'do', 'prazo']",1.0,5,8,8
69751,Na imagem do produtomostra o chuveirinho mas veio sem,na imagem do produtomostra o chuveirinho mas veio sem,"['na', 'imagem', 'do', 'produtomostra', 'chuveirinho', 'mas', 'veio', 'sem']",1.0,4,8,8
74294,"Mala com ótima qualidade, muitas divisões e mantém o notebook bem protegido, pois fica na divisória central. O meu é um de 15.7 polegadas e coube bem. importante: quando carregado com o equipamento e ","mala com otima qualidade, muitas divisoes e mantem o notebook bem protegido, pois fica na divisoria central. o meu e um de 15.7 polegadas e coube bem. importante: quando carregado com o equipamento e ","['mala', 'com', 'otima', 'qualidade', 'muitas', 'divisoes', 'mantem', 'notebook', 'bem', 'protegido', 'pois', 'fica', 'na', 'divisoria', 'central', 'meu', 'um', 'de', '15', 'polegadas', 'coube', 'bem', 'importante', 'quando', 'carregado', 'com', 'equipamento']",1.0,5,8,8
45622,"Entrega rápida, produto de boa qualidade.","entrega rapida, produto de boa qualidade.","['entrega', 'rapida', 'produto', 'de', 'boa', 'qualidade']",1.0,4,8,8
49461,Eu não compro mais,eu nao compro mais,"['eu', 'nao', 'compro', 'mais']",0.0,1,8,8
210,entrega super rapida,entrega super rapida,"['entrega', 'super', 'rapida']",,3,-1,8
2274,Fiquei muito satisfeita,fiquei muito satisfeita,"['fiquei', 'muito', 'satisfeita']",1.0,5,8,8
98334,-,-,[],1.0,4,8,8
25284,"A entrega ocorreu dentro do prazo esperado, dentro da qualidade pretendida. Tudo Ok!.","a entrega ocorreu dentro do prazo esperado, dentro da qualidade pretendida. tudo ok!.","['entrega', 'ocorreu', 'dentro', 'do', 'prazo', 'esperado', 'dentro', 'da', 'qualidade', 'pretendida', 'tudo', 'ok']",1.0,5,8,8
33709,"Recomendo a compra, também fiquei satisfeita com os produtos e entrega.","recomendo a compra, tambem fiquei satisfeita com os produtos e entrega.","['recomendo', 'compra', 'tambem', 'fiquei', 'satisfeita', 'com', 'os', 'produtos', 'entrega']",1.0,5,8,8
24731,"Atendimento com agilidade,principalmente em tirar duvidas sobre o produto.A entrega antes do prazo,fiquei muito satisfeita com o produto.","atendimento com agilidade,principalmente em tirar duvidas sobre o produto.a entrega antes do prazo,fiquei muito satisfeita com o produto.","['atendimento', 'com', 'agilidade', 'principalmente', 'em', 'tirar', 'duvidas', 'sobre', 'produto', 'entrega', 'antes', 'do', 'prazo', 'fiquei', 'muito', 'satisfeita', 'com', 'produto']",1.0,5,8,8
92157,A única coisa q eu achei q tinha q ter vindo era o parafuso para instalar....mas do resto eu gostei,a unica coisa q eu achei q tinha q ter vindo era o parafuso para instalar....mas do resto eu gostei,"['unica', 'coisa', 'eu', 'achei', 'tinha', 'ter', 'vindo', 'era', 'parafuso', 'para', 'instalar', 'mas', 'do', 'resto', 'eu', 'gostei']",1.0,4,8,8
57513,"Produto muito prático de uso e limpeza, forte, bonito. Apenas acho que deveria serem mais afiadas as laminas, pois dependendo do que coloca dentro, acaba ficando algum pedacinho sem moer, mas não é po","produto muito pratico de uso e limpeza, forte, bonito. apenas acho que deveria serem mais afiadas as laminas, pois dependendo do que coloca dentro, acaba ficando algum pedacinho sem moer, mas nao e po","['produto', 'muito', 'pratico', 'de', 'uso', 'limpeza', 'forte', 'bonito', 'apenas', 'acho', 'que', 'deveria', 'serem', 'mais', 'afiadas', 'as', 'laminas', 'pois', 'dependendo', 'do', 'que', 'coloca', 'dentro', 'acaba', 'ficando', 'algum', 'pedacinho', 'sem', 'moer', 'mas', 'nao', 'po']",1.0,5,8,8
21617,recomendo sim!,recomendo sim!,"['recomendo', 'sim']",1.0,5,8,8
7549,Parabéns cumprir com o combinado ,parabens cumprir com o combinado ,"['parabens', 'cumprir', 'com', 'combinado']",1.0,5,8,8
70142,"Chegou conforme o prometido, antes da data de entrega inclusive.
Obrigado","chegou conforme o prometido, antes da data de entrega inclusive.
obrigado","['chegou', 'conforme', 'prometido', 'antes', 'da', 'data', 'de', 'entrega', 'inclusive', 'obrigado']",1.0,5,8,8
97366,"Entrega estava prevista para dia 05/09 e chegou dia 24/08, super rápido!","entrega estava prevista para dia 05/09 e chegou dia 24/08, super rapido!","['entrega', 'estava', 'prevista', 'para', 'dia', '05', '09', 'chegou', 'dia', '24', '08', 'super', 'rapido']",1.0,5,8,8
57891,foi muito bom .,foi muito bom .,"['foi', 'muito', 'bom']",1.0,5,8,8
94208,Entrega rápida...adorei😉,entrega rapida...adorei😉,"['entrega', 'rapida', 'adorei']",1.0,5,8,8
76082,Entrega efetuado bem antes da data programada,entrega efetuado bem antes da data programada,"['entrega', 'efetuado', 'bem', 'antes', 'da', 'data', 'programada']",1.0,5,8,8
61274,Bom produto,bom produto,"['bom', 'produto']",1.0,4,8,8
6136,Preço x qualidade = Excelente,preco x qualidade = excelente,"['preco', 'qualidade', 'excelente']",1.0,5,8,8
58359,tá mais fácil a criança nascer antes do que a mamadeira chegar,ta mais facil a crianca nascer antes do que a mamadeira chegar,"['ta', 'mais', 'facil', 'crianca', 'nascer', 'antes', 'do', 'que', 'mamadeira', 'chegar']",0.0,1,8,8
87855,Produto já veio com defeito não funciona ,produto ja veio com defeito nao funciona ,"['produto', 'ja', 'veio', 'com', 'defeito', 'nao', 'funciona']",0.0,1,8,8
11903,Atendeu minhas expectativas ,atendeu minhas expectativas ,"['atendeu', 'minhas', 'expectativas']",1.0,4,8,8
38496,Muito bom,muito bom,"['muito', 'bom']",1.0,4,8,8
86922,PRODUTO ENTREGUE DENTRO DO PRAZO E BEM EMBALADO.,produto entregue dentro do prazo e bem embalado.,"['produto', 'entregue', 'dentro', 'do', 'prazo', 'bem', 'embalado']",1.0,5,8,8
84241,Paguei pelo produto e não recebi,paguei pelo produto e nao recebi,"['paguei', 'pelo', 'produto', 'nao', 'recebi']",0.0,1,8,8
2200,Entrega perfeita e bem antes da data prevista.,entrega perfeita e bem antes da data prevista.,"['entrega', 'perfeita', 'bem', 'antes', 'da', 'data', 'prevista']",1.0,5,8,8
13412,"excelente produto loja muito competente,produto entregue antes do prazo.Só tenho a elogiar nunca tive problemas com minhas compras.PARABÉNS lannister.*****","excelente produto loja muito competente,produto entregue antes do prazo.so tenho a elogiar nunca tive problemas com minhas compras.parabens lannister.*****","['excelente', 'produto', 'loja', 'muito', 'competente', 'produto', 'entregue', 'antes', 'do', 'prazo', 'so', 'tenho', 'elogiar', 'nunca', 'tive', 'problemas', 'com', 'minhas', 'compras', 'parabens', 'lannister']",1.0,5,8,8
79894,"a chave veio sem pressão , porém veio a chave original","a chave veio sem pressao , porem veio a chave original","['chave', 'veio', 'sem', 'pressao', 'porem', 'veio', 'chave', 'original']",,3,-1,8
